0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.455534856500896534e+00,-3.435890774620756538e+00,-3.456756137894680947e+00,-3.454055332337449435e+00,-2.233757277783112283e+00,-4.076413314192646631e+00
-1.452301510930147144e+00,-1.291540790694743812e+00,-1.473422841499805624e+00,-1.422338572486798292e+00,7.120825115773114611e+00,-2.526104247251502066e+00
-2.985747352269561894e+00,-2.944180753102886516e+00,-2.931321293594691291e+00,-2.926442900642301392e+00,-4.568029294160760867e-01,-3.098903510917067727e+00
-5.326252222844226836e+00,-5.320418162317778865e+00,-5.325786980932977421e+00,-5.331466807566783928e+00,-5.416792385151037337e+00,-5.351237809538369028e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.316755686426829719e+00,-5.309209157394043643e+00,-5.312919941417143299e+00,-5.312729802257344147e+00,-5.314379373537811979e+00,-5.325889381325858096e+00
-3.821677123736544335e+00,-3.821962304959344081e+00,-3.824308180751172515e+00,-3.833822287463300782e+00,-3.861912028918625950e+00,-3.891356980513482888e+00
-3.098537277741678420e+00,-3.100396438944939437e+00,-3.098931029086839928e+00,-3.090999561140901353e+00,-3.097890105614059753e+00,-3.140122593554440567e+00
-5.631475224451030215e+00,-5.625243175554533792e+00,-5.625323754524535147e+00,-5.623687737866493563e+00,-5.629608883592534418e+00,-5.698088548782268781e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.381772519983259784e+00,-5.377044576375909379e+00,-5.374839435839577462e+00,-5.378383778652642278e+00,-5.435298982524793487e+00,-5.387629726276229825e+00
-5.274223493371162697e+00,-5.272955319068882041e+00,-5.272339554366631376e+00,-5.265723519501917416e+00,-5.355765050506084535e+00,-5.412517424592774518e+00
-3.968747696230622068e+00,-3.968309203245917516e+00,-3.961104197617832501e+00,-3.967313985462295634e+00,-4.135283442899998718e+00,-4.037118133541979681e+00
-5.527016427680325528e+00,-5.529003050570015176e+00,-5.532739268857969961e+00,-5.526383120757316192e+00,-5.618375516211737697e+00,-5.613448611751931772e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.007148675098728186e+00,1.536855649620368025e+00,-4.759908325441849358e-02,2.342088585436517434e+00,1.750555203937866344e-01,1.999994389552229990e+01
7.802151561755715781e-01,-2.680474550550120405e+00,-2.702205647768685992e+00,-2.699362169576385195e+00,-2.903231689176318131e+00,-2.705947786881568007e+00
1.178576194837288149e+01,-7.595217141763019875e-01,-8.871933949141391773e-01,-5.106655623219953366e-01,-2.348181165115824420e+00,-8.845579144651002368e-01
3.385713952493130563e+00,-2.176871186704929517e+00,-2.235176678625791613e+00,-2.224013543840658080e+00,-3.002890947822469236e+00,-2.258670547660860617e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.922839349424020128e+00,-3.898632359549062176e+00,-3.901244547977977373e+00,-3.858395853271517684e+00,-3.922055817498560693e+00,-4.025449623319788728e+00
-1.782570086922295793e+00,-1.782709296662712495e+00,-1.788257072299605177e+00,-1.464164929899361534e+00,-2.742925384554007362e+00,-2.458552849478512936e+00
-3.370786775107002420e+00,-3.379878030890254514e+00,-3.359527896013324799e+00,-3.194772678468392968e+00,-3.438759406524166007e+00,-3.420561042665481999e+00
-5.298553604323647193e+00,-5.294015681814615348e+00,-5.293030690245273284e+00,-5.301138265334921051e+00,-5.510240727550356432e+00,-5.385361367373884711e+00
